timestamp	datetime	source	title	sentiment
1777990494	2026-05-05 19:14:54	finnhub_calendar	EU ECB de Guindos Speech - Impact: MEDIUM	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	EU ECOFIN Meeting - Impact: MEDIUM	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	JP International Children’s Day - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	KR International Children’s Day - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	KG Kyrgyz Republic Constitution Day - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	NL Liberation Day - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	CN May Day - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	ET Patriots’ Victory Day - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	KH Royal Ploughing Ceremony - Impact: LOW	0
1777990494	2026-05-05 19:14:54	finnhub_calendar	TH S&P Global Manufacturing PMI - Impact: LOW	0
1777990494	2026-05-05 19:14:54	polygon	Broadcom Announces VMware Cloud Foundation 9.1, Enabling Secure and Cost-Effective Infrastructure for Production AI	0
1777990494	2026-05-05 19:14:54	polygon	Nvidia’s China Connection: Investor Risks With Earnings Ahead	0
1777990494	2026-05-05 19:14:54	polygon	Stock Market Today: Dow, S&P 500, Nasdaq Futures Rise As Traders Monitor US-Iran Ceasefire— Duolingo, Pinterest, AMD In Focus  (UPDATED)	1
#fetch_time: 1777990494
